ARH	PCATASTRAL1	PCATASTRAL2	SUBPARCELA	VALOR	TIPO	AATIPO	IPP	SUPERFICIE	NINTERNO	NINTERNO_SUBPARCELA	CIRCULARIDAD	CONVEXIDAD	ELONGACION	PLUVIOMETRIA	TIPO_VERANO	ETP	TM	TMIN	CLASIF	INV	TUSEC	TUREG	REGIHU	REGITE	PLU	PSECO	PFRIO	PCAL	ALTURA_MEDIA	PENDIENTE_MEDIA	ORIENTACION_MEDIA	LAT	LON
1604	46258A0	3100076	0	24800	FCR	FR	3	205.54614	1989	8	109	218155544	175843641	0.617	1	0.563	850	4	30	18	62	6	3	15	50	4	6	500	5	4	2	5.33111	39.4924
1604	46258A0	2901044	b	24800	FCR	FR	2	227.182575	1989	5	347	218149726	175844446	0.566	1	0.548	850	4	30	16	62	6	3	15	50	4	6	500	5	4	2	5.33029	39.49243
1606	46202A0	300680	0	13900	FCR	FR	2	150.102773	1989	20	4998	214778437	173514271	0.711	0.998	0.232	850	4	34	16	62	6	4	25	50	3	6	700	3	4	2	5.34261	39.49252
1605	46250A0	1200023	a	18600	FCR	FR	1	205.54614	1989	8	56640	217862556	175636294	0.491	0.92	0.445	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33122	39.49253
1605	46250A0	1100085	0	18600	FCR	FR	1	205.54614	1989	8	717	217858528	175636591	0.474	0.821	0.081	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33224	39.4926
1605	46250A0	3000442	a	18600	FCR	FR	3	183.909704	1989	12	741	217851117	175637285	0.445	0.999	0.719	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.36647	39.4926
1605	46250A0	3000471	0	18600	FCR	FR	3	183.909704	1989	12	1199	217852143	175637290	0.659	0.991	0.298	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33289	39.49264
1605	46250A0	3000479	0	18600	FCR	FR	3	183.909704	1989	12	1517	217853094	175637291	0.82	0.999	0.074	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.3244	39.49266
1605	46250A0	1400650	0	18600	FCR	FR	1	205.54614	1989	8	520	217856124	175630486	0.807	1	0.141	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33759	39.4927
1605	46250A0	2400255	0	18600	FCR	FR	2	194.727922	1989	10	4344	217854764	175615122	0.79	0.999	0.125	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.32324	39.4927
1605	46250A0	1800150	0	18600	FCR	FR	2	194.727922	1989	10	2404	217858758	175633429	0.675	0.967	0.331	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.34119	39.49272
1605	46250A0	1501729	a	18600	FCR	FR	1	205.54614	1989	8	6258	217860661	175635089	0.761	1	0.185	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.34521	39.49276
1605	46250A0	3200349	0	18600	FCR	FR	2	194.727922	1989	10	4178	217849258	175612857	0.778	1	0.037	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33492	39.49279
1605	46250A0	3200350	0	18600	FCR	FR	2	194.727922	1989	10	1890	217849259	175612858	0.747	0.999	0.248	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.29711	39.49283
1605	46250A0	3200323	0	18600	FCR	FR	2	194.727922	1989	10	2991	217848339	175612697	0.482	0.977	0.3	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.34492	39.49286
1605	46250A0	1500062	a	18600	FCR	FR	1	205.54614	1989	8	4449	217852597	175636339	0.782	0.995	0.039	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33874	39.49289
1605	46250A0	2300003	0	18600	FCR	FR	3	183.909704	1989	12	2927	217864826	175632857	0.726	0.999	0.134	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.34468	39.4929
1605	46250A0	2300007	a	18600	FCR	FR	2	194.727922	1989	10	3552	217864830	175632859	0.78	1	0.178	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.33342	39.49298
1605	46250A0	1800152	0	18600	FCR	FR	2	194.727922	1989	10	3896	217860894	175633431	0.289	0.907	0.418	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.34455	39.493
1605	46250A0	1600356	a	18600	FCR	FR	2	194.727922	1989	10	2696	217863674	175635100	0.58	0.99	0.316	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.34228	39.49307
1605	46250A0	3700513	0	18600	FCR	FR	1	205.54614	1989	8	3054	217844310	175614247	0.528	1	0.508	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32687	39.49311
1605	46250A0	3700849	0	18600	FCR	FR	2	194.727922	1989	10	736	217842997	175614844	0.803	1	0.034	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32749	39.49313
1605	46250A0	1500102	a	18600	FCR	FR	1	205.54614	1989	8	5379	217854486	175636370	0.76	1	0.144	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.3292	39.49315
1611	46001A0	1400958	0	16100	FCR	FR	3	178.500595	1989	13	705	214755223	173526187	0.311	1	0.817	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.33283	39.4932
1605	46250A0	3000468	0	18600	FCR	FR	3	183.909704	1989	12	612	217852140	175612285	0.629	0.965	0.424	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32623	39.49325
1605	46250A0	3800002	0	18600	FCR	FR	2	194.727922	1989	10	1813	217844417	175613124	0.635	1	0.333	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32731	39.49332
1605	46250A0	3700717	0	18600	FCR	FR	4	158.216436	1989	18	1436	217842049	175613266	0.557	1	0.479	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33645	39.49335
1605	46250A0	3700604	0	18600	FCR	FR	3	183.909704	1989	12	907	217841279	175614119	0.745	0.999	0.257	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33127	39.49337
1606	46202A0	400563	0	13900	FCR	FR	1	194.727922	1989	10	6405	214775830	173517378	0.596	0.94	0.32	850	4	34	18	62	6	3	25	50	3	6	700	4	4	2	5.32809	39.49338
1605	46250A0	1800163	0	18600	FCR	FR	1	205.54614	1989	8	1929	217860981	175634052	0.633	0.985	0.404	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.33108	39.49339
1605	46250A0	1800171	0	18600	FCR	FR	1	205.54614	1989	8	2133	217860984	175634054	0.736	0.994	0.24	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.34354	39.4934
1605	46250A0	1800172	0	18600	FCR	FR	1	205.54614	1989	8	3322	217860985	175634055	0.659	0.997	0.344	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32804	39.49346
1605	46250A0	1600473	0	18600	FCR	FR	3	183.909704	1989	12	1682	217849708	175635782	0.587	0.995	0.451	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33065	39.49349
1605	46250A0	3700737	0	18600	FCR	FR	3	183.909704	1989	12	584	217842220	175613385	0.26	0.948	0.739	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.34425	39.4935
1605	46250A0	3200333	0	18600	FCR	FR	3	183.909704	1989	12	2840	217848348	175612708	0.661	0.979	0.477	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.3615	39.4935
1606	46202A0	400151	0	13900	FCR	FR	1	194.727922	1989	10	6642	214780588	173517709	0.292	0.924	0.524	850	4	34	18	62	6	3	25	50	3	6	700	4	4	2	5.32402	39.49352
1606	46202A0	400577	0	13900	FCR	FR	1	194.727922	1989	10	3036	214775884	173517763	0.578	1	0.427	850	4	34	18	62	6	3	25	50	3	6	700	4	4	2	5.34228	39.49354
1606	46202A0	400579	0	13900	FCR	FR	1	194.727922	1989	10	3020	214775886	173517785	0.72	1	0.161	850	4	34	18	62	6	3	25	50	3	6	700	4	4	2	5.34381	39.49358
1605	46250A0	2501057	0	18600	FCR	FR	3	183.909704	1989	12	5883	217857081	175630724	0.575	0.969	0.536	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33276	39.49358
1605	46250A0	1500175	a	18600	VIS	FR	1	205.54614	1989	8	10671	217858595	175636640	0.549	0.926	0.136	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.38856	39.4936
1605	46250A0	3100181	0	18600	FCR	FR	1	205.54614	1989	8	5204	217849189	175636897	0.475	0.989	0.644	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32498	39.49365
1605	46250A0	2500067	0	18600	FCR	FR	2	194.727922	1989	10	95	217862969	175632373	0.541	0.999	0.412	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32804	39.49369
1605	46250A0	2500066	0	18600	FCR	FR	2	194.727922	1989	10	378	217862968	175632372	0.438	0.997	0.658	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33331	39.4938
1605	46250A0	2500095	0	18600	FCR	FR	2	194.727922	1989	10	1017	217863927	175632932	0.577	0.977	0.469	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32526	39.49395
1605	46250A0	2500096	0	18600	FCR	FR	2	194.727922	1989	10	520	217863928	175632933	0.553	0.994	0.439	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33463	39.49401
1605	46250A0	1800236	0	18600	FCR	FR	1	205.54614	1989	8	7606	217864756	175634625	0.719	0.961	0.121	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.33527	39.49402
1605	46250A0	3600539	0	18600	FCR	FR	2	194.727922	1989	10	1106	217843376	175615185	0.33	1	0.759	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.3346	39.49419
1605	46250A0	3700187	a	18600	FCR	FR	2	194.727922	1989	10	8160	217844950	175614398	0.559	0.969	0.375	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33522	39.49422
1611	46001A0	1500450	0	16100	FCR	FR	2	205.54614	1989	8	607	214768044	173523859	0.711	0.986	0.236	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.36208	39.49426
1611	46001A0	1500455	0	16100	FCR	FR	3	178.500595	1989	13	2602	214768049	173523864	0.173	1	0.931	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32475	39.49427
1611	46001A0	1500462	0	16100	FCR	FR	3	178.500595	1989	13	1013	214768056	173523891	0.19	1	0.924	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.33672	39.49428
1611	46001A0	1500145	0	16100	FCR	FR	2	205.54614	1989	8	505	214756787	173524721	0.386	1	0.678	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.29165	39.49428
1611	46001A0	1500146	0	16100	FCR	FR	2	205.54614	1989	8	459	214756788	173524722	0.345	1	0.72	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3321	39.4943
1611	46001A0	1500147	0	16100	FCR	FR	2	205.54614	1989	8	331	214756789	173524723	0.258	1	0.806	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.40082	39.49431
1611	46001A0	1500148	0	16100	FCR	FR	2	205.54614	1989	8	1716	214756790	173524724	0.6	1	0.62	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.34487	39.49438
1611	46001A0	1500151	0	16100	FCR	FR	3	178.500595	1989	13	2021	214756793	173524747	0.722	0.999	0.293	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3442	39.49442
1611	46001A0	1500152	0	16100	FCR	FR	3	178.500595	1989	13	1028	214756794	173524748	0.348	0.952	0.711	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.33668	39.49446
1611	46001A0	1500153	0	16100	FCR	FR	3	178.500595	1989	13	2119	214756795	173524749	0.442	1	0.801	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3273	39.49449
1611	46001A0	1500154	0	16100	FCR	FR	4	150.102773	1989	20	2639	214756796	173524750	0.23	0.935	0.773	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.34435	39.49454
1611	46001A0	1500391	0	16100	FCR	FR	2	205.54614	1989	8	1881	214764214	173524756	0.084	0.999	0.939	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.33567	39.49457
1611	46001A0	1500396	0	16100	FCR	FR	2	205.54614	1989	8	3339	214765446	173524761	0.161	1	0.918	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.33205	39.49459
1611	46001A0	1500408	0	16100	FCR	FR	2	205.54614	1989	8	3385	214765458	173525254	0.255	1	0.885	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.3268	39.49467
1611	46001A0	1500410	0	16100	FCR	FR	2	205.54614	1989	8	2055	214765459	173525255	0.174	1	0.93	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32817	39.49481
1611	46001A0	1500411	0	16100	FCR	FR	2	205.54614	1989	8	1625	214765460	173525256	0.116	1	0.959	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.36162	39.49481
1611	46001A0	1500413	0	16100	FCR	FR	2	205.54614	1989	8	1339	214765502	173525258	0.1	1	0.932	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32705	39.49487
1611	46001A0	1500414	0	16100	FCR	FR	2	205.54614	1989	8	1338	214765503	173525259	0.101	1	0.927	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32827	39.49487
1611	46001A0	1500417	0	16100	FCR	FR	2	205.54614	1989	8	1175	214765506	173525262	0.089	1	0.941	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32744	39.49493
1611	46001A0	1500419	0	16100	FCR	FR	2	205.54614	1989	8	1589	214766851	173525264	0.115	1	0.922	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.36212	39.49501
1611	46001A0	1500422	0	16100	FCR	FR	2	205.54614	1989	8	2295	214766854	173525307	0.174	1	0.877	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.33816	39.49501
1611	46001A0	1500426	0	16100	FCR	FR	2	205.54614	1989	8	3791	214766857	173525310	0.266	1	0.804	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32835	39.4951
1611	46001A0	1500427	0	16100	FCR	FR	3	178.500595	1989	13	2304	214766858	173525311	0.172	0.979	0.861	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32707	39.49512
1611	46001A0	1500431	0	16100	FCR	FR	3	178.500595	1989	13	2750	214766902	173525315	0.23	0.975	0.856	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.36242	39.49516
1611	46001A0	1500564	0	16100	FCR	FR	3	178.500595	1989	13	728	214773393	173525818	0.225	1	0.834	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3272	39.49519
1611	46001A0	1500568	0	16100	FCR	FR	2	205.54614	1989	8	1571	214773397	173525822	0.388	1	0.675	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.33045	39.49528
1605	46250A0	2800195	0	18600	FCR	FR	1	205.54614	1989	8	13883	217858113	175633737	0.682	0.942	0.078	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32918	39.49528
1605	46250A0	2500426	0	18600	FCR	FR	2	194.727922	1989	10	827	217861518	175635418	0.699	1	0.267	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.36279	39.49535
1605	46250A0	2500445	0	18600	FCR	FR	2	194.727922	1989	10	744	217862981	175636074	0.774	1	0.053	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33036	39.49539
1605	46250A0	2500446	0	18600	FCR	FR	2	194.727922	1989	10	347	217862982	175636075	0.52	0.977	0.193	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32893	39.4955
1605	46250A0	2500452	0	18600	FCR	FR	2	194.727922	1989	10	4256	217862988	175636079	0.611	1	0.474	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.36248	39.49554
1605	46250A0	2300506	a	18600	FCR	FR	3	183.909704	1989	12	270	217856924	175636747	0.379	0.848	0.418	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.36326	39.49555
1605	46250A0	2900208	0	18600	FCR	FR	2	194.727922	1989	10	4099	217851074	175636989	0.767	1	0.15	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.3286	39.4956
1605	46250A0	1600518	a	18600	FCR	FR	2	194.727922	1989	10	1505	217851693	175636395	0.356	0.94	0.547	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.36214	39.49566
1605	46250A0	1700198	a	18600	FCR	FR	1	205.54614	1989	8	9043	217846839	175636407	0.707	0.992	0.251	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32842	39.49579
1605	46250A0	3100222	0	18600	FCR	FR	3	183.909704	1989	12	912	217846340	175636912	0.757	1	0.191	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.3294	39.49589
1605	46250A0	3100233	0	18600	FCR	FR	3	183.909704	1989	12	1025	217846349	175636913	0.743	1	0.123	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.36374	39.49589
1605	46250A0	3200841	0	18600	FCR	FR	2	194.727922	1989	10	4752	217857325	175636917	0.616	0.999	0.26	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32992	39.49596
1611	46001A0	1400962	0	16100	FCR	FR	2	205.54614	1989	8	286	214755227	173526191	0.234	0.999	0.813	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.39083	39.49619
1611	46001A0	1400963	0	16100	FCR	FR	2	205.54614	1989	8	288	214755228	173526192	0.553	1	0.69	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.3012	39.49626
1611	46001A0	1400965	0	16100	FCR	FR	2	205.54614	1989	8	1059	214755230	173526194	0.46	0.999	0.671	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.32896	39.4963
1611	46001A0	1400966	0	16100	FCR	FR	2	205.54614	1989	8	1813	214755231	173526195	0.641	1	0.355	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.36332	39.49635
1611	46001A0	1400968	0	16100	FCR	FR	2	205.54614	1989	8	573	214755232	173526196	0.419	0.999	0.793	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.3301	39.49636
1611	46001A0	1400969	0	16100	FCR	FR	2	205.54614	1989	8	560	214740973	173526197	0.364	0.996	0.754	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.32827	39.49641
1611	46001A0	1400976	0	16100	FCR	FR	2	205.54614	1989	8	1103	214740980	173526204	0.78	0.999	0.12	750	5	30	12	65	7	3	10	35	4	13	500	5	7	1	5.33157	39.49675
1605	46250A0	3000470	0	18600	FCR	FR	3	183.909704	1989	12	580	217852142	175612287	0.536	1	0.572	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.34498	39.49678
1605	46250A0	3100130	0	18600	FCR	FR	2	194.727922	1989	10	7219	217847269	175612298	0.687	0.998	0.312	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.34105	39.4969
1605	46250A0	3700787	b	18600	FCR	FR	3	183.909704	1989	12	245	217842422	175613133	0.391	0.997	0.695	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33876	39.49696
1605	46250A0	3800340	0	18600	FCR	FR	2	194.727922	1989	10	2991	217843470	175614436	0.598	1	0.477	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.3277	39.49699
1611	46001A0	1500795	0	16100	FCR	FR	2	205.54614	1989	8	681	214764255	173524825	0.39	1	0.671	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32897	39.49702
1611	46001A0	1500796	0	16100	FCR	FR	2	205.54614	1989	8	818	214764256	173524826	0.393	1	0.669	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.32961	39.49711
1605	46250A0	2800200	0	18600	FCR	FR	1	205.54614	1989	8	2118	217858115	175633739	0.747	1	0.284	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.33047	39.49734
1605	46250A0	2800201	0	18600	FCR	FR	1	205.54614	1989	8	2075	217858116	175633740	0.67	0.973	0.333	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.33036	39.4974
1605	46250A0	1100014	0	18600	FCR	FR	1	205.54614	1989	8	1265	217853462	175633810	0.574	0.955	0.316	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33182	39.4975
1605	46250A0	2800219	a	18600	FCR	FR	1	205.54614	1989	8	6910	217859070	175634319	0.827	1	0.109	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.36159	39.4977
1605	46250A0	2300029	0	18600	FCR	FR	2	194.727922	1989	10	2794	217846945	175633546	0.796	1	0.048	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.33807	39.49772
1605	46250A0	2300042	a	18600	FCR	FR	2	194.727922	1989	10	9797	217847923	175633547	0.577	0.99	0.287	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.28511	39.49789
1605	46250A0	2300093	0	18600	FCR	FR	1	205.54614	1989	8	3943	217849851	175634130	0.719	1	0.248	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33817	39.49789
1605	46250A0	1800281	0	18600	FCR	FR	1	205.54614	1989	8	952	217847826	175635199	0.762	0.987	0.133	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30427	39.49796
1605	46250A0	3700671	a	18600	FCR	FR	2	194.727922	1989	10	2079	217841686	175613402	0.459	0.989	0.647	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33772	39.49803
1605	46250A0	3700300	0	18600	FCR	FR	2	194.727922	1989	10	8606	217841832	175613674	0.537	0.998	0.507	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.34495	39.49804
1605	46250A0	2500306	0	18600	FCR	FR	3	183.909704	1989	12	2592	217852912	175614886	0.608	0.998	0.355	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32994	39.49813
1605	46250A0	2500267	0	18600	FCR	FR	3	183.909704	1989	12	3961	217851928	175614887	0.761	1	0.129	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.28571	39.49836
1605	46250A0	2500291	0	18600	FCR	FR	3	183.909704	1989	12	3152	217852898	175615154	0.729	1	0.14	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30131	39.49846
1605	46250A0	2500292	0	18600	FCR	FR	3	183.909704	1989	12	1934	217852899	175615155	0.571	0.988	0.447	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32961	39.49848
1611	46001A0	1500135	0	16100	FCR	FR	2	205.54614	1989	8	1714	214756777	173524711	0.234	1	0.826	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3381	39.49854
1611	46001A0	1500137	0	16100	FCR	FR	2	205.54614	1989	8	2236	214756779	173524713	0.281	1	0.787	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.34552	39.49861
1611	46001A0	1500138	0	16100	FCR	FR	3	178.500595	1989	13	2028	214756780	173524714	0.266	1	0.801	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32863	39.49869
1611	46001A0	1500141	0	16100	FCR	FR	2	205.54614	1989	8	1624	214756783	173524717	0.711	1	0.315	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30026	39.49872
1605	46250A0	2800229	0	18600	FCR	FR	2	194.727922	1989	10	9700	217859079	175634324	0.495	0.997	0.521	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32199	39.49877
1605	46250A0	2800284	0	18600	FCR	FR	1	205.54614	1989	8	1515	217864062	175634911	0.51	1	0.602	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33816	39.49877
1605	46250A0	2400238	a	18600	FCR	FR	2	194.727922	1989	10	7730	217854752	175636503	0.806	1	0.058	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.32828	39.49906
1605	46250A0	2900226	0	18600	FCR	FR	2	194.727922	1989	10	9668	217852091	175637007	0.682	0.999	0.344	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30099	39.49908
1605	46250A0	3000364	0	18600	FCR	FR	1	205.54614	1989	8	3858	217848231	175637014	0.628	0.962	0.175	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32716	39.49922
1605	46250A0	1600558	a	18600	FCR	FR	2	194.727922	1989	10	9825	217852716	175636664	0.622	0.96	0.284	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33246	39.49926
1605	46250A0	3000394	a	18600	FCR	FR	3	183.909704	1989	12	1761	217849155	175637147	0.724	0.992	0.083	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32149	39.49935
1605	46250A0	3000404	0	18600	FCR	FR	3	183.909704	1989	12	935	217850099	175637152	0.702	0.999	0.164	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31607	39.49943
1605	46250A0	3000405	0	18600	FCR	FR	3	183.909704	1989	12	1109	217850100	175637153	0.744	1	0.222	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.29499	39.49948
1605	46250A0	2501232	0	18600	FCR	FR	2	194.727922	1989	10	2522	217846142	175631318	0.569	0.998	0.55	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32822	39.49949
1605	46250A0	2501244	0	18600	FCR	FR	3	183.909704	1989	12	948	217846148	175631323	0.684	1	0.285	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31714	39.49957
1605	46250A0	2500268	0	18600	FCR	FR	3	183.909704	1989	12	6702	217851929	175614888	0.783	1	0.031	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31431	39.49957
1611	46001A0	1500562	0	16100	FCR	FR	2	205.54614	1989	8	6590	214773391	173525816	0.3	1	0.776	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.322	39.49958
1611	46001A0	1500563	0	16100	FCR	FR	3	178.500595	1989	13	2757	214773392	173525817	0.144	1	0.899	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32945	39.49966
1605	46250A0	2800294	0	18600	FCR	FR	2	194.727922	1989	10	20036	217846210	175634913	0.558	0.998	0.518	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30965	39.49972
1605	46250A0	2800335	a	18600	FCR	FR	4	158.216436	1989	18	7829	217846223	175634917	0.387	0.99	0.591	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.29609	39.49977
1605	46250A0	2500633	0	18600	FCR	FR	3	183.909704	1989	12	2629	217851957	175636519	0.571	0.963	0.468	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32161	39.49984
1605	46250A0	2800070	0	18600	FCR	FR	2	194.727922	1989	10	3733	217851023	175632499	0.617	0.922	0.173	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.29648	39.49989
1605	46250A0	2300250	a	18600	FCR	FR	2	194.727922	1989	10	13315	217861282	175634727	0.619	0.887	0.159	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30954	39.49995
1605	46250A0	1800425	0	18600	FCR	FR	2	194.727922	1989	10	1213	217851758	175636441	0.74	1	0.355	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32602	39.50003
1605	46250A0	1800427	0	18600	FCR	FR	2	194.727922	1989	10	901	217851759	175636442	0.763	1	0.127	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.29326	39.50004
1605	46250A0	1800428	0	18600	FCR	FR	2	194.727922	1989	10	467	217851760	175636443	0.619	1	0.416	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.327	39.50005
1605	46250A0	3100275	0	18600	FCR	FR	2	194.727922	1989	10	8689	217848298	175612323	0.739	0.994	0.276	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31948	39.50005
