ARH	PCATASTRAL1	PCATASTRAL2	SUBPARCELA	VALOR	TIPO	AATIPO	IPP	SUPERFICIE	NINTERNO	NINTERNO_SUBPARCELA	CIRCULARIDAD	CONVEXIDAD	ELONGACION	PLUVIOMETRIA	TIPO_VERANO	ETP	TM	TMIN	CLASIF	INV	TUSEC	TUREG	REGIHU	REGITE	PLU	PSECO	PFRIO	PCAL	ALTURA_MEDIA	PENDIENTE_MEDIA	ORIENTACION_MEDIA	LAT	LON
1605	46250A0	3000152	0	18600	FCR	FR	2	194.727922	1989	10	7107	217854963	175612627	0.752	1	0.188	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31487	39.50008
1605	46250A0	3000153	0	18600	FCR	FR	2	194.727922	1989	10	4446	217854964	175612628	0.768	1	0.171	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32743	39.50011
1605	46250A0	3000594	b	18600	FCR	FR	3	183.909704	1989	12	3430	217858219	175612642	0.435	0.921	0.629	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32682	39.50012
1605	46250A0	3200263	0	18600	FCR	FR	2	194.727922	1989	10	3025	217853120	175612162	0.667	1	0.27	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.33125	39.5002
1605	46250A0	3200265	0	18600	FCR	FR	2	194.727922	1989	10	295	217853122	175612164	0.471	1	0.588	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30654	39.5002
1605	46250A0	3200194	0	18600	FCR	FR	2	194.727922	1989	10	2028	217850185	175612175	0.645	1	0.315	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32057	39.50022
1605	46250A0	3000589	0	18600	FCR	FR	2	194.727922	1989	10	3963	217858214	175612473	0.743	1	0.184	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.3266	39.50024
1605	46250A0	3700325	0	18600	FCR	FR	2	194.727922	1989	10	6506	217842019	175613285	0.787	0.986	0.273	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32508	39.50028
1605	46250A0	2500607	0	18600	FCR	FR	3	183.909704	1989	12	2383	217850936	175636516	0.596	1	0.406	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.29601	39.50029
1605	46250A0	2400290	a	18600	FCR	FR	2	194.727922	1989	10	6642	217857991	175636778	0.767	0.999	0.181	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.32275	39.50038
1605	46250A0	2500693	0	18600	FCR	FR	2	194.727922	1989	10	1547	217854808	175636780	0.796	1	0.382	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31669	39.5004
1605	46250A0	3700366	b	18600	FCR	FR	3	183.909704	1989	12	522	217842387	175637233	0.657	0.997	0.32	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31752	39.50041
1605	46250A0	2500152	0	18600	FCR	FR	2	194.727922	1989	10	1271	217847024	175633648	0.187	0.876	0.308	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31687	39.50042
1605	46250A0	3700907	0	18600	FCR	FR	2	194.727922	1989	10	480	217843425	175613967	0.305	0.996	0.831	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31199	39.50042
1605	46250A0	3700910	0	18600	FCR	FR	2	194.727922	1989	10	1735	217843428	175613970	0.599	0.989	0.443	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30266	39.50043
1611	46001A0	1500142	0	16100	FCR	FR	3	178.500595	1989	13	2357	214756784	173524718	0.163	0.978	0.79	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.37011	39.50047
1611	46001A0	1500144	0	16100	FCR	FR	2	205.54614	1989	8	1922	214756786	173524720	0.613	1	0.255	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.36791	39.50047
1611	46001A0	1500163	0	16100	FCR	FR	2	205.54614	1989	8	9511	214743639	173525238	0.421	1	0.67	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32766	39.50048
1611	46001A0	1500169	0	16100	FCR	FR	2	205.54614	1989	8	895	214743642	173525241	0.204	1	0.855	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31089	39.50053
1611	46001A0	1500155	0	16100	FCR	FR	4	150.102773	1989	20	3976	214756797	173525230	0.166	0.999	0.905	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31748	39.50054
1611	46001A0	1500156	0	16100	FCR	FR	4	150.102773	1989	20	3056	214756798	173525231	0.134	1	0.948	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32773	39.50056
1611	46001A0	1500157	0	16100	FCR	FR	3	178.500595	1989	13	1885	214756799	173525232	0.092	1	0.939	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32702	39.50056
1611	46001A0	1500158	0	16100	FCR	FR	2	205.54614	1989	8	2109	214756800	173525233	0.107	1	0.928	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31574	39.50061
1611	46001A0	1500159	0	16100	FCR	FR	2	205.54614	1989	8	2529	214743635	173525234	0.133	1	0.902	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32404	39.50063
1611	46001A0	1500160	0	16100	FCR	FR	2	205.54614	1989	8	802	214743636	173525235	0.299	1	0.767	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32029	39.50066
1611	46001A0	1500162	0	16100	FCR	FR	2	205.54614	1989	8	782	214743638	173525237	0.285	1	0.78	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.29531	39.50068
1611	46001A0	1500172	0	16100	FCR	FR	2	205.54614	1989	8	862	214743645	173525244	0.213	1	0.847	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31779	39.50069
1611	46001A0	1500173	0	16100	FCR	FR	2	205.54614	1989	8	2038	214743646	173525245	0.122	1	0.918	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.32652	39.50074
1611	46001A0	1500175	0	16100	FCR	FR	2	205.54614	1989	8	8147	214743648	173525247	0.372	0.997	0.696	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30071	39.50075
1611	46001A0	1500177	0	16100	FCR	FR	3	178.500595	1989	13	4110	214743649	173525248	0.228	1	0.833	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.28958	39.50075
1611	46001A0	1500178	0	16100	FCR	FR	3	178.500595	1989	13	3022	214743650	173525249	0.139	0.96	0.848	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31071	39.50075
1611	46001A0	1500180	0	16100	FCR	FR	3	178.500595	1989	13	1262	214743651	173525250	0.085	1	0.944	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3159	39.50076
1611	46001A0	1500183	0	16100	FCR	FR	3	178.500595	1989	13	262	214743652	173525251	0.647	1	0.359	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31175	39.50077
1611	46001A0	1500184	0	16100	FCR	FR	3	178.500595	1989	13	885	214743653	173525252	0.648	1	0.424	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30019	39.50079
1611	46001A0	1500436	0	16100	FCR	FR	2	205.54614	1989	8	4770	214766906	173525799	0.326	0.977	0.727	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.31161	39.50081
1611	46001A0	1500101	0	16100	FCR	FR	2	205.54614	1989	8	1456	214743628	173525793	0.714	1	0.212	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.29252	39.50081
1611	46001A0	1500438	0	16100	FCR	FR	2	205.54614	1989	8	1750	214766908	173525801	0.115	1	0.957	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.31739	39.50083
1611	46001A0	1500389	0	16100	FCR	FR	2	205.54614	1989	8	1354	214764212	173525802	0.211	1	0.847	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.31146	39.50083
1611	46001A0	1500552	0	16100	FCR	FR	2	205.54614	1989	8	3629	214773381	173525803	0.604	0.989	0.486	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31568	39.50084
1611	46001A0	1500553	0	16100	FCR	FR	2	205.54614	1989	8	8023	214773382	173525804	0.312	0.91	0.683	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30331	39.50086
1611	46001A0	1500556	0	16100	FCR	FR	3	178.500595	1989	13	2595	214773385	173525808	0.133	1	0.914	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31607	39.50091
1605	46250A0	3000444	0	18600	FCR	FR	3	183.909704	1989	12	515	217851119	175612108	0.743	1	0.214	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30986	39.50092
1605	46250A0	3000448	0	18600	FCR	FR	3	183.909704	1989	12	380	217852125	175612112	0.732	1	0.219	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31355	39.50094
1605	46250A0	3000450	0	18600	FCR	FR	3	183.909704	1989	12	370	217852127	175612114	0.697	0.998	0.273	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.29039	39.50096
1605	46250A0	3000452	0	18600	FCR	FR	3	183.909704	1989	12	570	217852129	175612116	0.54	0.998	0.541	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31282	39.50098
1605	46250A0	3000455	0	18600	FCR	FR	3	183.909704	1989	12	462	217852131	175612118	0.63	0.997	0.307	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31554	39.50102
1605	46250A0	2500721	0	18600	FCR	FR	2	194.727922	1989	10	918	217857077	175636784	0.646	0.995	0.419	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32458	39.50106
1605	46250A0	2500740	0	18600	FCR	FR	2	194.727922	1989	10	1597	217858036	175636791	0.649	0.934	0.114	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32452	39.50107
1605	46250A0	2500755	0	18600	FCR	FR	2	194.727922	1989	10	2713	217858973	175636796	0.736	0.988	0.111	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31026	39.50111
1605	46250A0	2500762	0	18600	FCR	FR	2	194.727922	1989	10	1435	217858980	175636798	0.816	0.998	0.132	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30929	39.50112
1605	46250A0	3100250	0	18600	FCR	FR	1	205.54614	1989	8	1537	217847292	175637034	0.245	0.927	0.63	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31639	39.50115
1605	46250A0	3100251	0	18600	FCR	FR	1	205.54614	1989	8	1604	217847293	175637035	0.297	0.961	0.73	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32315	39.50116
1605	46250A0	3100252	0	18600	FCR	FR	1	205.54614	1989	8	2148	217847294	175637036	0.74	1	0.281	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31097	39.50117
1605	46250A0	3200877	0	18600	FCR	FR	3	183.909704	1989	12	4057	217857349	175637048	0.328	0.822	0.385	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32281	39.5012
1605	46250A0	1100247	0	18600	FCR	FR	1	205.54614	1989	8	986	217847609	175630382	0.765	1	0.195	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31202	39.50121
1605	46250A0	1100249	0	18600	FCR	FR	1	205.54614	1989	8	544	217847611	175630384	0.788	1	0.221	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32412	39.50122
1605	46250A0	1100271	0	18600	FCR	FR	2	194.727922	1989	10	898	217847618	175630391	0.73	1	0.189	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32355	39.50123
1605	46250A0	1100272	0	18600	FCR	FR	2	194.727922	1989	10	1637	217847619	175630392	0.539	0.929	0.247	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.28937	39.50128
1605	46250A0	1100274	0	18600	FCR	FR	2	194.727922	1989	10	1171	217847620	175630393	0.403	0.946	0.522	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30929	39.50129
1605	46250A0	1100298	0	18600	FCR	FR	2	194.727922	1989	10	3111	217848577	175630395	0.254	0.838	0.562	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.29123	39.5013
1605	46250A0	1100314	0	18600	FCR	FR	2	194.727922	1989	10	897	217848587	175630891	0.823	1	0.105	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30054	39.50131
1605	46250A0	1800430	0	18600	FCR	FR	2	194.727922	1989	10	2202	217851761	175636696	0.7	0.999	0.338	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31042	39.5014
1605	46250A0	1800431	0	18600	FCR	FR	2	194.727922	1989	10	1422	217851762	175636697	0.761	1	0.167	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.28425	39.50142
1605	46250A0	1800436	0	18600	FCR	FR	2	194.727922	1989	10	1548	217851765	175636700	0.787	1	0.02	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31046	39.50148
1605	46250A0	1800438	0	18600	FCR	FR	2	194.727922	1989	10	1164	217851767	175636702	0.452	0.926	0.517	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30981	39.50153
1605	46250A0	1800439	0	18600	FCR	FR	2	194.727922	1989	10	1069	217852760	175636703	0.746	1	0.061	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31314	39.50153
1605	46250A0	1800451	0	18600	FCR	FR	2	194.727922	1989	10	492	217852761	175636704	0.465	0.901	0.363	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.3105	39.50155
1605	46250A0	1800452	0	18600	FCR	FR	2	194.727922	1989	10	407	217852762	175636705	0.431	0.901	0.279	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32377	39.50156
1605	46250A0	1100358	0	18600	FCR	FR	2	194.727922	1989	10	462	217850510	175631920	0.784	1	0.095	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32447	39.50167
1605	46250A0	1100362	0	18600	FCR	FR	2	194.727922	1989	10	1665	217850514	175631924	0.395	0.919	0.434	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.32416	39.50167
1605	46250A0	2500274	0	18600	FCR	FR	2	194.727922	1989	10	3195	217851935	175614897	0.705	0.999	0.339	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.28456	39.50172
1605	46250A0	2500276	0	18600	FCR	FR	3	183.909704	1989	12	962	217851937	175614899	0.692	0.998	0.272	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.32354	39.50175
1605	46250A0	2500277	0	18600	FCR	FR	3	183.909704	1989	12	1592	217851938	175614900	0.674	0.998	0.299	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31514	39.50178
1611	46001A0	1401056	0	16100	FCR	FR	3	178.500595	1989	13	118	214746823	173524156	0.301	1	0.825	750	5	30	12	65	7	3	10	35	4	8	350	5	7	1	5.31073	39.50179
1605	46250A0	3500342	0	18600	FCR	FR	3	183.909704	1989	12	669	217841576	175615007	0.434	1	0.655	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31216	39.50179
1611	46001A0	1500463	0	16100	FCR	FR	3	178.500595	1989	13	1225	214768057	173523892	0.245	1	0.902	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30951	39.50182
1611	46001A0	1500464	0	16100	FCR	FR	3	178.500595	1989	13	1235	214768058	173523893	0.274	1	0.878	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.35831	39.50183
1605	46250A0	1800121	0	18600	FCR	FR	2	194.727922	1989	10	671	217857826	175632138	0.737	1	0.194	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.28912	39.50191
1605	46250A0	1800125	0	18600	FCR	FR	2	194.727922	1989	10	1402	217857827	175632139	0.456	0.907	0.246	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30937	39.50193
1605	46250A0	2700038	0	18600	FCR	FR	1	205.54614	1989	8	2096	217863065	175636557	0.767	1	0.089	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30042	39.50194
1605	46250A0	2700039	0	18600	FCR	FR	1	205.54614	1989	8	9308	217863066	175636558	0.558	0.922	0.245	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.3096	39.50196
1605	46250A0	2700040	0	18600	FCR	FR	3	183.909704	1989	12	4506	217863067	175636559	0.716	0.993	0.164	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31533	39.50201
1605	46250A0	2700028	0	18600	FCR	FR	1	205.54614	1989	8	3854	217863055	175636552	0.759	1	0.339	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.3464	39.50202
1605	46250A0	2800117	a	18600	FCR	FR	1	205.54614	1989	8	1846	217853012	175633107	0.508	0.867	0.454	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.27694	39.50205
1605	46250A0	2800124	0	18600	FCR	FR	1	205.54614	1989	8	5559	217853018	175633114	0.722	1	0.236	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.28505	39.50211
1605	46250A0	2800131	a	18600	FCR	FR	1	205.54614	1989	8	13115	217853024	175633119	0.576	0.98	0.456	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30934	39.50215
1605	46250A0	2500183	0	18600	FCR	FR	2	194.727922	1989	10	1406	217848027	175633655	0.657	1	0.332	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31292	39.50215
1605	46250A0	2500264	a	18600	FCR	FR	3	183.909704	1989	12	7178	217851925	175634833	0.796	0.998	0.184	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31538	39.50218
1605	46250A0	3200028	0	18600	FCR	FR	2	194.727922	1989	10	325	217850156	175612332	0.46	0.996	0.555	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.32386	39.50227
1605	46250A0	3000597	0	18600	FCR	FR	3	183.909704	1989	12	1655	217858222	175612645	0.285	0.994	0.856	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30916	39.50229
1605	46250A0	3600121	0	18600	FCR	FR	2	194.727922	1989	10	863	217843585	175614963	0.777	1	0.077	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31546	39.50232
1605	46250A0	2400265	a	18600	FCR	FR	3	183.909704	1989	12	3139	217857000	175615138	0.749	0.997	0.122	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.3135	39.50235
1611	46001A0	1401323	0	16100	FCR	FR	3	178.500595	1989	13	939	214755389	173525198	0.832	1	0.078	750	5	30	12	65	7	3	10	35	4	8	350	5	7	1	5.31652	39.50237
1611	46001A0	1500186	0	16100	FCR	FR	3	178.500595	1989	13	1113	214743655	173525736	0.266	1	0.802	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3102	39.50242
1611	46001A0	1500188	0	16100	FCR	FR	2	205.54614	1989	8	4066	214743656	173525737	0.255	1	0.821	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30865	39.50255
1611	46001A0	1500089	b	16100	FCR	FR	2	205.54614	1989	8	4477	214743556	173525741	0.156	0.963	0.877	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.3117	39.50259
1611	46001A0	1500090	0	16100	FCR	FR	2	205.54614	1989	8	10803	214743557	173525742	0.158	0.967	0.864	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30594	39.50261
1611	46001A0	1500093	0	16100	FCR	FR	2	205.54614	1989	8	9619	214743560	173525785	0.209	0.99	0.88	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.30849	39.50271
1605	46250A0	3000438	0	18600	FCR	FR	3	183.909704	1989	12	841	217851113	175612099	0.668	0.998	0.409	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31638	39.50272
1605	46250A0	1800134	a	18600	FCR	FR	1	205.54614	1989	8	4948	217857835	175632246	0.663	0.989	0.469	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31309	39.50277
1605	46250A0	1800135	a	18600	FCR	FR	1	205.54614	1989	8	2513	217857836	175632753	0.473	0.984	0.686	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.29833	39.50282
1605	46250A0	1800136	b	18600	FCR	FR	1	205.54614	1989	8	493	217857837	175632755	0.641	0.945	0.099	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.36396	39.50282
1605	46250A0	1800138	0	18600	FCR	FR	2	194.727922	1989	10	426	217857839	175632759	0.781	1	0.222	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30833	39.50285
1605	46250A0	1800139	0	18600	FCR	FR	2	194.727922	1989	10	900	217858750	175632760	0.621	1	0.415	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30893	39.50286
1605	46250A0	1800140	0	18600	FCR	FR	2	194.727922	1989	10	3318	217858751	175632761	0.48	0.972	0.589	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31024	39.50291
1605	46250A0	1800453	a	18600	FCR	FR	2	194.727922	1989	10	1943	217852763	175636706	0.368	0.747	0.356	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.30956	39.50295
1605	46250A0	1800473	0	18600	FCR	FR	2	194.727922	1989	10	1581	217852766	175636710	0.456	0.886	0.224	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31618	39.503
1605	46250A0	1800487	0	18600	FCR	FR	2	194.727922	1989	10	1016	217852771	175636715	0.495	0.918	0.374	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.3163	39.503
1605	46250A0	1800488	0	18600	FCR	FR	2	194.727922	1989	10	1157	217852772	175636716	0.472	0.925	0.382	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.31295	39.50301
1605	46250A0	1100363	0	18600	FCR	FR	2	194.727922	1989	10	516	217850515	175631965	0.582	0.987	0.521	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30808	39.50306
1605	46250A0	3800166	0	18600	FCR	FR	2	194.727922	1989	10	590	217841895	175613726	0.697	0.993	0.386	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31594	39.50307
1605	46250A0	3700281	0	18600	FCR	FR	2	194.727922	1989	10	2936	217841656	175614003	0.725	1	0.233	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31007	39.5033
1605	46250A0	3700282	0	18600	FCR	FR	2	194.727922	1989	10	1709	217841657	175614004	0.631	1	0.424	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31134	39.5033
1605	46250A0	2500682	0	18600	FCR	FR	2	194.727922	1989	10	656	217854797	175614918	0.628	1	0.341	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30777	39.50333
1605	46250A0	2500691	0	18600	FCR	FR	3	183.909704	1989	12	1814	217854806	175614927	0.785	1	0.137	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31357	39.50334
1605	46250A0	3700676	0	18600	FCR	FR	2	194.727922	1989	10	1353	217841691	175613513	0.652	0.989	0.366	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31051	39.50342
1605	46250A0	3700554	0	18600	FCR	FR	3	183.909704	1989	12	163	217845014	175614383	0.587	0.999	0.527	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30964	39.50346
1605	46250A0	1400182	0	18600	FCR	FR	2	194.727922	1989	10	6830	217851555	175634995	0.745	0.995	0.301	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.30798	39.50347
1605	46250A0	1400203	a	18600	FCR	FR	2	194.727922	1989	10	15470	217852572	175634996	0.508	0.964	0.515	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31041	39.50354
1605	46250A0	1400213	c	18600	FCR	FR	2	194.727922	1989	10	2587	217853511	175635002	0.714	0.968	0.389	850	4	30	16	62	6	3	20	50	4	6	500	4	4	1	5.31658	39.50356
1605	46250A0	2500356	0	18600	FCR	FR	1	205.54614	1989	8	12366	217857045	175635379	0.786	0.999	0.164	850	4	30	16	62	6	3	20	50	3	6	700	4	5	1	5.31096	39.50359
1605	46250A0	2500357	0	18600	FCR	FR	1	205.54614	1989	8	9445	217857046	175635380	0.765	0.999	0.167	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30611	39.50361
1605	46250A0	2500381	0	18600	FCR	FR	2	194.727922	1989	10	1124	217858014	175635384	0.542	0.97	0.353	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30903	39.50362
1605	46250A0	2500390	0	18600	FCR	FR	2	194.727922	1989	10	936	217858943	175635407	0.683	0.995	0.081	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31644	39.50365
1605	46250A0	2500424	0	18600	FCR	FR	2	194.727922	1989	10	413	217861516	175635416	0.522	0.999	0.529	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30975	39.50368
1605	46250A0	2500425	0	18600	FCR	FR	2	194.727922	1989	10	749	217861517	175635417	0.652	1	0.45	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31025	39.50371
1605	46250A0	2400148	a	18600	FCR	FR	2	194.727922	1989	10	5171	217849882	175636040	0.629	0.957	0.463	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.29401	39.50375
1605	46250A0	2400152	a	18600	FCR	FR	2	194.727922	1989	10	5913	217849886	175636044	0.462	0.954	0.638	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.33469	39.50376
1605	46250A0	2200187	a	18600	FCR	FR	2	194.727922	1989	10	1392	217849816	175636734	0.479	0.882	0.4	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30582	39.50383
1605	46250A0	2501022	0	18600	FCR	FR	3	183.909704	1989	12	1357	217853890	175630244	0.689	0.989	0.264	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.30772	39.50389
1605	46250A0	3600612	0	18600	FCR	FR	1	205.54614	1989	8	1823	217844913	175614930	0.648	0.999	0.337	850	4	30	16	62	6	3	20	50	3	6	500	4	5	1	5.31003	39.50391
1611	46001A0	1401005	0	16100	FCR	FR	2	205.54614	1989	8	240	214754287	173524628	0.551	1	0.464	750	5	30	12	65	7	3	10	35	4	13	500	5	7	2	5.30784	39.50398
1611	46001A0	1401014	0	16100	FCR	FR	2	205.54614	1989	8	377	214755233	173525114	0.624	1	0.359	750	5	30	12	65	7	3	10	35	4	13	500	5	7	2	5.30217	39.50401
1611	46001A0	1500403	0	16100	FCR	FR	1	238.000793	1989	4	7140	214765453	173524788	0.313	1	0.857	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.3061	39.50402
1611	46001A0	1500404	0	16100	FCR	FR	2	205.54614	1989	8	2115	214765454	173524789	0.079	1	0.942	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.27825	39.50403
1611	46001A0	1500405	0	16100	FCR	FR	2	205.54614	1989	8	3668	214765455	173524790	0.255	1	0.903	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.30137	39.50404
1611	46001A0	1500397	0	16100	FCR	FR	2	205.54614	1989	8	2165	214765447	173524762	0.13	1	0.916	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.31053	39.50412
1611	46001A0	1500794	0	16100	FCR	FR	2	205.54614	1989	8	396	214764254	173524804	0.401	1	0.67	750	5	30	14	65	7	3	10	35	4	13	350	5	7	2	5.30562	39.50414
1611	46001A0	1500811	0	16100	FCR	FR	2	205.54614	1989	8	1006	214765514	173525346	0.67	1	0.301	750	5	30	12	65	7	3	10	35	4	13	350	5	7	2	5.31301	39.50414
1605	46250A0	3300215	0	18600	FCR	FR	2	194.727922	1989	10	6213	217859443	175612762	0.565	0.952	0.54	850	4	30	16	62	6	3	20	50	4	6	500	4	5	1	5.34779	39.50433
